,50 samples,100 samples,150 samples,200 samples,250 samples,300 samples,350 samples,400 samples,450 samples,500 samples,550 samples,600 samples,650 samples,700 samples
0,0.16952380537986755,0.3028571307659149,0.3306666612625122,0.30628570914268494,0.4708571434020996,0.5569523572921753,0.6655238270759583,0.6316190361976624,0.2742857038974762,0.7337142825126648,0.7348571419715881,0.7173333168029785,0.7177143096923828,0.7561904788017273
1,0.11238095164299011,0.32647618651390076,0.3398095369338989,0.3001904785633087,0.34895238280296326,0.43771427869796753,0.3668571412563324,0.6807619333267212,0.4087619185447693,0.6746666431427002,0.6918095350265503,0.7192381024360657,0.7558095455169678,0.7093333601951599
2,0.18704761564731598,0.2540952265262604,0.42095237970352173,0.516952395439148,0.5314285755157471,0.5600000023841858,0.5577142834663391,0.6723809242248535,0.623619019985199,0.7146666646003723,0.5226666927337646,0.7279999852180481,0.7478095293045044,0.7862856984138489
3,0.1459047645330429,0.16152380406856537,0.4647619128227234,0.2582857012748718,0.4540952444076538,0.3813333213329315,0.6106666922569275,0.6739047765731812,0.5348571538925171,0.6201905012130737,0.6803809404373169,0.8266666531562805,0.7474285960197449,0.6449523568153381
4,0.190476194024086,0.29561904072761536,0.40533334016799927,0.4594285786151886,0.47733333706855774,0.2350476235151291,0.49714285135269165,0.5611428618431091,0.46590477228164673,0.7097142934799194,0.746666669845581,0.6666666865348816,0.607619047164917,0.7596190571784973
5,0.20952381193637848,0.27923810482025146,0.25371429324150085,0.4849523901939392,0.34933334589004517,0.48647618293762207,0.6194285750389099,0.5196190476417542,0.5100952386856079,0.6887618899345398,0.6929523944854736,0.6632381081581116,0.7481904625892639,0.8316190242767334
6,0.1931428611278534,0.25638094544410706,0.24876190721988678,0.32914286851882935,0.48038095235824585,0.5485714077949524,0.6159999966621399,0.5912380814552307,0.5748571157455444,0.6925714015960693,0.7386666536331177,0.6624761819839478,0.7497143149375916,0.7801904678344727
7,0.12647618353366852,0.2659047544002533,0.14628571271896362,0.24571429193019867,0.2853333353996277,0.5516190528869629,0.37676191329956055,0.5089523792266846,0.3942857086658478,0.6571428775787354,0.6727619171142578,0.6959999799728394,0.7257142663002014,0.7714285850524902
8,0.22247618436813354,0.12800000607967377,0.42209523916244507,0.42399999499320984,0.5801904797554016,0.35466668009757996,0.5066666603088379,0.4590476155281067,0.6167619228363037,0.5253333449363708,0.6704761981964111,0.7546666860580444,0.7120000123977661,0.7710475921630859
9,0.14933332800865173,0.2659047544002533,0.37409523129463196,0.3199999928474426,0.47466665506362915,0.4259047508239746,0.5478095412254333,0.572952389717102,0.4342857003211975,0.6609523892402649,0.7120000123977661,0.675428569316864,0.7360000014305115,0.7664762139320374
10,0.1706666648387909,0.2906666696071625,0.3645714223384857,0.30133333802223206,0.4057142734527588,0.4540952444076538,0.5497142672538757,0.6792380809783936,0.35695236921310425,0.7325714230537415,0.6224762201309204,0.6689524054527283,0.762666642665863,0.700952410697937
11,0.17714285850524902,0.36838096380233765,0.33180952072143555,0.2910476326942444,0.49942857027053833,0.5123809576034546,0.6605714559555054,0.6990476250648499,0.39695239067077637,0.7196190357208252,0.5798095464706421,0.6655238270759583,0.7287619113922119,0.6476190686225891
12,0.19123809039592743,0.29028570652008057,0.4449523687362671,0.4700952470302582,0.23580951988697052,0.3081904649734497,0.5657142996788025,0.691428542137146,0.6434285640716553,0.7207618951797485,0.7394285798072815,0.7820952534675598,0.6815237998962402,0.8083809614181519
13,0.10019047558307648,0.18819047510623932,0.3199999928474426,0.5573333501815796,0.4880000054836273,0.4007619023323059,0.6121904850006104,0.630476176738739,0.5588571429252625,0.7249523997306824,0.6137142777442932,0.7699047327041626,0.7279999852180481,0.7885714173316956
14,0.1706666648387909,0.3409523665904999,0.37942856550216675,0.3927619159221649,0.347428560256958,0.4140952527523041,0.40990474820137024,0.5786666870117188,0.5512381196022034,0.700952410697937,0.6308571696281433,0.739809513092041,0.6723809242248535,0.6868571639060974
15,0.12800000607967377,0.1679999977350235,0.279619038105011,0.38514286279678345,0.559238076210022,0.45828571915626526,0.6121904850006104,0.5801904797554016,0.6422857046127319,0.547428548336029,0.7352380752563477,0.6792380809783936,0.7481904625892639,0.5653333067893982
16,0.19200000166893005,0.19161905348300934,0.3664761781692505,0.26476189494132996,0.5161904692649841,0.49371427297592163,0.7116190195083618,0.6784762144088745,0.5497142672538757,0.62628573179245,0.6716190576553345,0.7683809399604797,0.6780952215194702,0.7321904897689819
17,0.13561904430389404,0.2350476235151291,0.36571428179740906,0.2544761896133423,0.2582857012748718,0.6342856884002686,0.5641904473304749,0.6251428723335266,0.6182857155799866,0.6708571314811707,0.6346666812896729,0.7260952591896057,0.7059047818183899,0.7184761762619019
18,0.14780952036380768,0.3188571333885193,0.445333331823349,0.3443809449672699,0.6388571262359619,0.48342856764793396,0.4876190423965454,0.41638094186782837,0.49980953335762024,0.6529523730278015,0.6426666378974915,0.668571412563324,0.7131428718566895,0.7508571147918701
19,0.21638095378875732,0.14933332800865173,0.2998095154762268,0.42399999499320984,0.4121904671192169,0.5851428508758545,0.40685713291168213,0.6891428828239441,0.5603809356689453,0.6300952434539795,0.7036190629005432,0.6902857422828674,0.7714285850524902,0.7440000176429749
20,0.1710476130247116,0.32914286851882935,0.3299047648906708,0.3386666774749756,0.3840000033378601,0.4735237956047058,0.6038095355033875,0.5020952224731445,0.6213333606719971,0.7245714068412781,0.656761884689331,0.7295238375663757,0.7337142825126648,0.7535238265991211
21,0.19123809039592743,0.3302857279777527,0.3215238153934479,0.5104761719703674,0.34323808550834656,0.5706666707992554,0.6441904902458191,0.6072381138801575,0.5291428565979004,0.5634285807609558,0.7337142825126648,0.6956190466880798,0.7013333439826965,0.6540952324867249
22,0.173714280128479,0.28685712814331055,0.3980952501296997,0.3417142927646637,0.32114285230636597,0.3946666717529297,0.5676190257072449,0.5062857270240784,0.5931428670883179,0.592380940914154,0.7039999961853027,0.7207618951797485,0.7897142767906189,0.7059047818183899
23,0.17219047248363495,0.23047618567943573,0.2685714364051819,0.21104761958122253,0.43504762649536133,0.42704761028289795,0.5314285755157471,0.6933333277702332,0.5142857432365417,0.6624761819839478,0.7196190357208252,0.7424761652946472,0.6853333115577698,0.7961905002593994
24,0.1961904764175415,0.23771429061889648,0.2940952479839325,0.36266666650772095,0.39657142758369446,0.27580952644348145,0.569523811340332,0.6586666703224182,0.6335238218307495,0.6773333549499512,0.7222856879234314,0.7352380752563477,0.5379047393798828,0.7512381076812744
25,0.1203809529542923,0.2800000011920929,0.2994285821914673,0.3817142844200134,0.5013333559036255,0.5340952277183533,0.6967619061470032,0.659428596496582,0.5424761772155762,0.6841904520988464,0.6060952544212341,0.7775238156318665,0.6620952486991882,0.7531428337097168
26,0.09714286029338837,0.388952374458313,0.3733333349227905,0.37371429800987244,0.54666668176651,0.2963809669017792,0.47200000286102295,0.710095226764679,0.4011428654193878,0.6182857155799866,0.6994285583496094,0.735619068145752,0.723809540271759,0.7527619004249573
27,0.15466666221618652,0.28457143902778625,0.1794285774230957,0.5055238008499146,0.3085714280605316,0.3752380907535553,0.5668571591377258,0.6575238108634949,0.5222856998443604,0.62628573179245,0.7573333382606506,0.7222856879234314,0.7855238318443298,0.7424761652946472
28,0.11809524148702621,0.2556190490722656,0.3832381069660187,0.4095238149166107,0.4232380986213684,0.46628570556640625,0.44609522819519043,0.5043809413909912,0.5139047503471375,0.7314285635948181,0.7401905059814453,0.6540952324867249,0.697523832321167,0.7382857203483582
29,0.19161905348300934,0.2681904733181,0.5268571376800537,0.4179047644138336,0.3733333349227905,0.468190461397171,0.5436190366744995,0.6099047660827637,0.516952395439148,0.6514285802841187,0.6483809351921082,0.7112380862236023,0.6990476250648499,0.7184761762619019
30,0.15923810005187988,0.14361904561519623,0.34590476751327515,0.4057142734527588,0.43885713815689087,0.47428572177886963,0.6506666541099548,0.5188571214675903,0.6396190524101257,0.6300952434539795,0.6716190576553345,0.7462857365608215,0.675428569316864,0.7318094968795776
31,0.17752380669116974,0.3565714359283447,0.32114285230636597,0.41333332657814026,0.42209523916244507,0.6483809351921082,0.588190495967865,0.5554285645484924,0.39657142758369446,0.5893333554267883,0.7828571200370789,0.7508571147918701,0.7165714502334595,0.7436190247535706
32,0.20495237410068512,0.32114285230636597,0.3081904649734497,0.3116190433502197,0.2598095238208771,0.3672381043434143,0.6350476145744324,0.5828571319580078,0.5939047336578369,0.6735237836837769,0.6209523677825928,0.6815237998962402,0.727238118648529,0.7165714502334595
33,0.15047618746757507,0.12800000607967377,0.3104761838912964,0.3074285686016083,0.36000001430511475,0.4594285786151886,0.6312381029129028,0.6015238165855408,0.3390476107597351,0.6415238380432129,0.5714285969734192,0.7161904573440552,0.7638095021247864,0.8114285469055176
34,0.14057143032550812,0.18971428275108337,0.2826666533946991,0.286476194858551,0.27314284443855286,0.5260952115058899,0.445333331823349,0.6140952110290527,0.5965714454650879,0.762666642665863,0.6716190576553345,0.585523784160614,0.7043809294700623,0.777904748916626
35,0.12761904299259186,0.25066667795181274,0.4011428654193878,0.34933334589004517,0.4506666660308838,0.5801904797554016,0.5508571267127991,0.5013333559036255,0.5161904692649841,0.5897142887115479,0.7005714178085327,0.6746666431427002,0.6243809461593628,0.7459047436714172
36,0.11047618836164474,0.14628571271896362,0.41333332657814026,0.380952388048172,0.588190495967865,0.3440000116825104,0.5447618961334229,0.5664761662483215,0.4533333480358124,0.5207619071006775,0.7710475921630859,0.656761884689331,0.6990476250648499,0.7360000014305115
37,0.13409523665905,0.29028570652008057,0.26704761385917664,0.42476189136505127,0.547428548336029,0.5405714511871338,0.5912380814552307,0.6464762091636658,0.6243809461593628,0.6480000019073486,0.649142861366272,0.6902857422828674,0.6670476198196411,0.7051428556442261
38,0.2133333384990692,0.30666667222976685,0.279619038105011,0.28152382373809814,0.4171428680419922,0.36038094758987427,0.6232380867004395,0.5683809518814087,0.555809497833252,0.6354285478591919,0.6872380971908569,0.665142834186554,0.678857147693634,0.7706666588783264
39,0.11428571492433548,0.2556190490722656,0.25866666436195374,0.4845714271068573,0.43238094449043274,0.5161904692649841,0.5771428346633911,0.6327618956565857,0.36304762959480286,0.6377142667770386,0.6849523782730103,0.7249523997306824,0.7634285688400269,0.774476170539856
40,0.2072380930185318,0.24685713648796082,0.3196190595626831,0.283047616481781,0.41333332657814026,0.5066666603088379,0.5040000081062317,0.6647619009017944,0.6190476417541504,0.6670476198196411,0.7375237941741943,0.7020952105522156,0.7786666750907898,0.7264761924743652
41,0.10895238071680069,0.2156190425157547,0.2948571443557739,0.5348571538925171,0.4179047644138336,0.37409523129463196,0.42438095808029175,0.4979047477245331,0.566095232963562,0.5839999914169312,0.5451428294181824,0.723809540271759,0.6388571262359619,0.630476176738739
42,0.20609523355960846,0.29295238852500916,0.2834285795688629,0.44419047236442566,0.3443809449672699,0.5687618851661682,0.6639999747276306,0.5215238332748413,0.5184761881828308,0.6034285426139832,0.7089523673057556,0.7923809289932251,0.6773333549499512,0.743238091468811
43,0.19276189804077148,0.3398095369338989,0.26476189494132996,0.49180951714515686,0.4590476155281067,0.5104761719703674,0.4651428461074829,0.7078095078468323,0.5036190748214722,0.5485714077949524,0.6845714449882507,0.774476170539856,0.7615237832069397,0.7546666860580444
44,0.1790476143360138,0.2495238035917282,0.4148571491241455,0.403809517621994,0.4674285650253296,0.5657142996788025,0.6434285640716553,0.5577142834663391,0.6045714020729065,0.6819047331809998,0.6918095350265503,0.7603809237480164,0.7184761762619019,0.7592381238937378
45,0.2780952453613281,0.328000009059906,0.15314285457134247,0.33180952072143555,0.46133333444595337,0.3584761917591095,0.5752381086349487,0.6209523677825928,0.6350476145744324,0.6845714449882507,0.697523832321167,0.7340952157974243,0.7158095240592957,0.6826666593551636
46,0.12685714662075043,0.2628571391105652,0.29257142543792725,0.2948571443557739,0.49371427297592163,0.5104761719703674,0.6247618794441223,0.6182857155799866,0.4110476076602936,0.6872380971908569,0.5638095140457153,0.777904748916626,0.671238124370575,0.6811428666114807
47,0.1508571356534958,0.32647618651390076,0.39123809337615967,0.4167619049549103,0.400380939245224,0.42133334279060364,0.7291428446769714,0.4727618992328644,0.7047619223594666,0.6860952377319336,0.6925714015960693,0.6803809404373169,0.6285714507102966,0.8019047379493713
48,0.14933332800865173,0.2605714201927185,0.5493333339691162,0.42933332920074463,0.4845714271068573,0.5664761662483215,0.623619019985199,0.6011428833007812,0.6243809461593628,0.7283809781074524,0.7306666374206543,0.7211428284645081,0.6819047331809998,0.7676190733909607
49,0.1481904834508896,0.26209524273872375,0.3733333349227905,0.33485713601112366,0.29028570652008057,0.4990476071834564,0.5379047393798828,0.48038095235824585,0.5672380924224854,0.5139047503471375,0.6990476250648499,0.656761884689331,0.7443809509277344,0.7001904845237732
